type,title,location,site_visit_date,ROM,solicitationNumber,department,typeOfSetAsideDescription,responseDeadLine,postedDate,naicsCode,award,uiLink,baseType,archiveDate,organizationType,fullParentPathCode,active,fullParentPathName,Queried_NAICS,typeOfSetAside,additionalInfoLink,resourceLinks
Solicitation,"Install Water/Wastewater Mains, ICBM Road",Not Specified,,,W9127826RA044,,Total Small Business Set-Aside (FAR 19.5),2026-05-21T14:00:00-05:00,2026-05-08,237110,,https://sam.gov/workspace/contract/opp/03161e2e31de4fa99dd1811943255935/view,Solicitation,2026-09-30,OFFICE,021.2100.USACE.SAD.SAM.W91278,Yes,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTH ATLANTIC.ENDIST MOBILE.W074 ENDIST MOBILE,237110,SBA,,
Solicitation,Sam Houston Trail Bridge Replacement,"Lufkin, Texas",,"$1,000,000 and $5,000,000 | $1,000,000 | $5,000,000",127EAV26R0009,,Total Small Business Set-Aside (FAR 19.5),2026-05-29T14:00:00-05:00,2026-05-09,237310,,https://sam.gov/workspace/contract/opp/2408996782a6472e82945cb318d38c0a/view,Solicitation,2026-06-13,OFFICE,012.12C2.128371,Yes,"AGRICULTURE, DEPARTMENT OF.FOREST SERVICE.Southwestern Regional Office, Region 3",237310,SBA,,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/0cd090d330d34b6c80bf5237cd6e60dc/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/32f2c934ce5f4ed191a4acf01f55b35c/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/4158394b93e94f20b7db19a18b594da5/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/51a3a1338bda43c6b9d7e0492976c06e/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/59de6b1224c84a949b28340dee9ef0b7/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/63035d4427c24b1ca1d1a131bfc1783d/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/842869e56e5b4dcf9e30d1b4ee03ea31/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/860349aa666a497a975ba32d453afc41/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/98330a7f163b4cc3baa86a8c18737e09/download']"
Solicitation,Y--GLBA REHAB WATERLINE,Not Specified,,,140P9726R0002,,Total Small Business Set-Aside (FAR 19.5),2026-06-08T17:00:00-04:00,2026-05-12,237110,,https://sam.gov/workspace/contract/opp/88c525b851ad413699bb0ce8cba86429/view,Solicitation,2026-06-23,OFFICE,014.1443.140P97,Yes,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.ALASKA REGIONAL OFFICE(97000)",237110,SBA,,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/2b7db0bb32be43dd8156318fe77c4d42/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/3cecaf849ed64471a34ab809d9408c9b/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/41a61f73b7b6468fa6e8728e96b53a5e/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/476f84b75d004db7a72db2e7afbca6fb/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/5013b98152a74dc09bb7760801b6af6e/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/5c896eab98574fe3b3d6cf35e96030c6/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/61a60bb05bc6469081117492b316e3ba/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/69a4af1188a841f48eebc62a9f3add7b/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/8a026241a4d544908b239632c3785ca8/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/da8139d20ffb407781d8729f3a326983/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e899006e66b64d379452a777b3e382d7/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f605025e9d4f44f5bb8d9859518ca8b0/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f81bf1ab110d474eb036268a3f12c91e/download']"
Solicitation,DESGIN BUILD/DESIGN BID BUILD ENVIRONMENTAL INFRASTRUCTURE MATOC  ,Not Specified,,$1M to $15M | $1 million and $15 Million | approximately $1 million,W912P526RA008,,Total Small Business Set-Aside (FAR 19.5),2026-06-09T01:00:00-05:00,2026-05-27,237110,,https://sam.gov/workspace/contract/opp/d5d54856077f45988739a9a180484f4b/view,Solicitation,2027-05-27,OFFICE,021.2100.USACE.LRD.LRN.W912P5,Yes,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION GREAT LAKES AND OHIO.ENDIST NASHVILLE.W072 ENDIST NASHVILLE,237110,SBA,,
Solicitation,Z2NE--544-22-115 Replace Water and Fire Piping Loop,"Columbia, South Carolina",,,36C24726R0074,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-06-10T15:00:00-04:00,2026-05-30,237110,,https://sam.gov/workspace/contract/opp/aeb4806e0d2341a68795e240ca3bebfd/view,Solicitation,2026-06-25,OFFICE,036.3600.36C247,Yes,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.247-NETWORK CONTRACT OFFICE 7 (36C247)",237110,SDVOSBC,,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/0514ed9d062743288880d4f300fc9277/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/05c7e0eda5f1402492bce02d3411a4fd/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/161f2ee1ad4e4d1da8162b61ccc80b84/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/250a0ff4d76b4276ad96feebc9b350cd/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/348363bbb2044253a02de11bda2a6793/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/41fc71eae4c44cd29c7076bfc90035eb/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/4689acf4e68549349bc0c9ce5482dd38/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/4f73fd09415c424a99767d5e848a8a91/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/566015c58b3f48f5900eec889d5b9487/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/810f4b4156a14289bd42e04ae269480d/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b28e84dc52b949af9235922586ad2be5/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d442c8bb194b4b6c91a65cf5ff750edc/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e7c407c166154ae085bdf6dffc6756c2/download']"
Solicitation,CA-FWS MODOC NWR-WATER MAIN REPAIR,Not Specified,,"$50,000 to $65,000.00 | $50,000 | $65,000.00",140FC326Q0024,,Total Small Business Set-Aside (FAR 19.5),2026-06-15T15:00:00-04:00,2026-05-15,237110,,https://sam.gov/workspace/contract/opp/1f83f0d246e840f3bdad389c5e7f6b6b/view,Solicitation,2026-06-30,OFFICE,014.1448.140F1B,Yes,"INTERIOR, DEPARTMENT OF THE.US FISH AND WILDLIFE SERVICE.FWS CONSTRUCTION & A/E - BIL/DISASTER",237110,SBA,,
Solicitation,PAIS WASTE WATER TANK REPLACEMENT,Not Specified,,,140P6326Q0022,,Indian Small Business Economic Enterprise (ISBEE) Set-Aside (specific to Department of Interior and Indian Health Services),2026-06-22T12:00:00-06:00,2026-05-13,237110,,https://sam.gov/workspace/contract/opp/4a761e7b04f647798fb28158552d0906/view,Presolicitation,2026-07-07,OFFICE,014.1443.140P63,Yes,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.MWR NEKOTA(63000)",237110,ISBEE,,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/5163c7788d584eac8d13e7cc8378d33b/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/53a0cd30b68a40bdb8dfefa6f101dae7/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/760c545f4cac4357ac3df5dfd2b589bb/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/dbd169bea3ff4c1caaf8bb2e8c44b033/download']"
Solicitation,"FORT MYERS BEACH HARBOR, MAINTENANCE DREDGING LEE COUNTY, FLORIDA",Not Specified,,"$5,000,000.00 and $10,000,000.00 | $37 million | $5,000,000.00",GROUP1-26-R-J002,,Total Small Business Set-Aside (FAR 19.5),2026-05-15T14:00:00-04:00,2026-05-14,237990,,https://sam.gov/workspace/contract/opp/7abc05664f8e4df792aee0350b11f31c/view,Solicitation,2026-10-01,OFFICE,021.2100.USACE.SAD.SAJ.W912EP,Yes,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTH ATLANTIC.ENDIST JACKSONVILLE.W074 ENDIST JACKSNVLLE,237990,SBA,,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/14386312afbb4c7386e036d85ee27504/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/2e92847f396f4c2ba74208909d2f2752/download']"
Solicitation,Z--LARO SEVEN BAYS LIFT STATION REPAIRS,Not Specified,,,140P8326Q0033,,Total Small Business Set-Aside (FAR 19.5),2026-06-05T15:00:00-07:00,2026-05-27,237110,,https://sam.gov/workspace/contract/opp/38ea50be129b4537a035fa66760e0213/view,Solicitation,2026-06-20,OFFICE,014.1443.140P83,Yes,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.PWR OLYM MABO(83000)",237110,SBA,,
Solicitation,Z--Red Mountain Road Upgrade 2026,Not Specified,,,140L1226R0004,,Total Small Business Set-Aside (FAR 19.5),2026-05-18T17:00:00-07:00,2026-05-08,237310,,https://sam.gov/workspace/contract/opp/6423c598e47c4c5fafc4dd34687e5a16/view,Solicitation,2026-06-02,OFFICE,014.1422.140L12,Yes,"INTERIOR, DEPARTMENT OF THE.BUREAU OF LAND MANAGEMENT.CALIFORNIA STATE OFFICE",237310,SBA,,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/245c091342d84f06959bb9a2bea3d1a8/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/2f2995b0b6ba47f28ee8e3a25fb1d11d/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/39cd1332e18e45718a9fb32eb12b991c/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/63aaeea2cbb54762a908298354197c46/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7f0baca9dab84c738adec2d97991a218/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/848b3b5570e6497099ee573e280eb2ce/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a232c95004284e6a89477fbd6a8844ab/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a71e86fe10734c2c86fc467dad2356d3/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/bfaf0d59ca194b4eaae7bb29a0bb8782/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d4d08af6970c4737acc78c70b831b157/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e231951fd0b840c7b67bd90a5d136cb6/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f58217f703734d8bb7dba1ba9c80cc33/download']"
Solicitation,M--Boardwalk Replacement @ CUVA,Not Specified,,,140P6426B0005,,Total Small Business Set-Aside (FAR 19.5),2026-05-27T12:00:00-04:00,2026-05-20,237990,,https://sam.gov/workspace/contract/opp/0e747d2ede3d45fbbb51ff4c483c7229/view,Solicitation,2026-09-30,OFFICE,014.1443.140P64,Yes,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.MWR OHIO(64000)",237990,SBA,,
Solicitation,Y--Arkansas Valley Conduit - Crowley Reach 1,Not Specified,,,140R6026R0001,,Total Small Business Set-Aside (FAR 19.5),2026-05-29T14:00:00-06:00,2026-05-20,237110,,https://sam.gov/workspace/contract/opp/effb36308dc4432483922e1d6622dbb8/view,Solicitation,2026-06-13,OFFICE,014.1425.140R60,Yes,"INTERIOR, DEPARTMENT OF THE.BUREAU OF RECLAMATION.GREAT PLAINS REGIONAL OFFICE",237110,SBA,,
Solicitation,F--PAGR MEK SURFACE REHAB ,Not Specified,,,140P4526Q0022,,Total Small Business Set-Aside (FAR 19.5),2026-06-08T14:00:00-04:00,2026-06-01,237310,,https://sam.gov/workspace/contract/opp/a3a0e16921db4c2d99e130fe5fbd0dea/view,Solicitation,2026-06-23,OFFICE,014.1443.140P43,Yes,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.NER SERVICES MABO (43000)",237310,SBA,,
Solicitation,Z--PAGR RESTORE MAINT. LOT ,Not Specified,,,140P4526Q0021,,Total Small Business Set-Aside (FAR 19.5),2026-06-09T14:00:00-04:00,2026-06-01,237310,,https://sam.gov/workspace/contract/opp/3fa5c2b1fcda425db64aff98876ed622/view,Solicitation,2026-06-24,OFFICE,014.1443.140P43,Yes,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.NER SERVICES MABO (43000)",237310,SBA,,
Solicitation,"Levee Repairs at Saline County Levee District #2, Ray-Carroll Bottoms Consolidated Levee District of Carroll County, and Howard County Levee District #4",Not Specified,,"$250,000 and $500,000 | estimated price range: Between $250,000 and $500,000 | $250,000",W912DQ26BA005,,Total Small Business Set-Aside (FAR 19.5),2026-06-02T13:00:00-05:00,2026-05-22,237990,,https://sam.gov/workspace/contract/opp/48207da8778f4881bc16c71d4d180df1/view,Solicitation,2027-05-22,OFFICE,021.2100.USACE.NWD.NWK.W912DQ,Yes,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTHWESTERN.ENDIST KANSAS CITY.W071 ENDIST KANSAS CITY,237990,SBA,,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/191285926af14439bc6e6ac40b540160/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/6bd609e8d95f437e8fac773094b85480/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a2d261090bf745259f5331bf477e57a3/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f8a9e849c0134a0399f9ffbf44288fb4/download']"
Special Notice,Phillips Parkway Haul Route,"Cape Canaveral, Florida",,,W9127826RA025,,Total Small Business Set-Aside (FAR 19.5),,2026-05-12,237310,,https://sam.gov/workspace/contract/opp/c2a9c0ed0c2c4b48b20f207904ffc959/view,Solicitation,2026-07-31,OFFICE,021.2100.USACE.SAD.SAM.W91278,Yes,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTH ATLANTIC.ENDIST MOBILE.W074 ENDIST MOBILE,237310,SBA,,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/1ffb2e9d6c5143b08f93e288ebc85e8f/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/2b83ff94a96c4976b13a4b29c6609574/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/546b0ba53ac444a49e74c87d372ae435/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/86ee4cc27101485fb7b03c2a08f3c202/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a7c04b9f42504438bc7c15f6a1f471f9/download']"
Solicitation,Yuba Gravel Placement,"LINDA, California",,,W9123826QA014,,Total Small Business Set-Aside (FAR 19.5),2026-06-04T11:00:00-07:00,2026-06-02,237990,,https://sam.gov/workspace/contract/opp/478d1634a5b74dc6b0d7a87dc085b8f6/view,Solicitation,2026-06-19,OFFICE,021.2100.USACE.SPD.SPK.W91238,Yes,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTH PACIFIC.ENDIST SACRAMENTO.W075 ENDIST SACRAMENTO,237990,SBA,,
Solicitation,Z--Provide Maintenance of Roadway - Roadway Stripping,"Asheville, North Carolina",,,140P5126Q0020,,Total Small Business Set-Aside (FAR 19.5),2026-06-06T13:00:00-04:00,2026-05-21,237310,,https://sam.gov/workspace/contract/opp/df3c33ccc31b43fd96b46035ff53e8fd/view,Solicitation,2026-06-20,OFFICE,014.1443.140P51,Yes,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.SER EAST MABO(51000)",237310,SBA,,
Solicitation,Danville National Cemetery – National Shrine Project 809-NSP25-006,"Danville, Illinois",,,36C78626B0009,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-06-08T10:00:00-05:00,2026-05-12,237990,,https://sam.gov/workspace/contract/opp/558b0887af6746c4b3a0925c346e7d7b/view,Solicitation,2026-06-23,OFFICE,036.3600.36C786,Yes,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.NATIONAL CEMETERY ADMIN (36C786)",237990,SDVOSBC,,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/00aa7d61cc80495585ef1ab2113fc90c/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/03b3b70efaac420d935952119ae708af/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/0e9a7b0b98a34da1816f36968a7466bb/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/238bc8bba26445e3ba5cb25bec0fd8ac/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/30439ce881174df88892d1325a37e01b/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/3b54b8867b734e52a983544c0cc27ff3/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/47b5bdd523864123aaf48e7b409faf45/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/629e9b6d98624dc98435f267a201e02d/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/6e215ddb9bae47408583f351eb34baea/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/72658bdf872b446a85ca3d776a5202ea/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/73795907425d4c86b5834d8c54cde7a7/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/9c30756ee3994ed5a24bdb91b34ceabf/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a7542108ed534fc183424cde2da476ae/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/dd9260937175419cbfeade27d1881f5f/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e95ade8e96eb4b3bbc23f2825dba9419/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/ea078574860e4245b1e210d50a60692a/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/fb38eaebcedb4640850e5fe5a0d4d66a/download']"
Solicitation,Y--VOYA 335009 N191 REHAB RAINY AND ASH ,Not Specified,,,140P2026R0045,,Total Small Business Set-Aside (FAR 19.5),2026-06-09T09:00:00-06:00,2026-06-03,237310,,https://sam.gov/workspace/contract/opp/e0f3b37b9620410f95b8d2faf1329a66/view,Solicitation,2026-06-24,OFFICE,014.1443.140P20,Yes,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.DSC CONTRACTING SERVICES DIVISION",237310,SBA,,
Solicitation,FY26 REDWOOD CITY CHANNEL MAINTENANCE DREDGING PROJECT,Not Specified,,"$5,000,000 - $10,000,000 | Estimated Cost Range is between $5,000,000 - $10,000,000 | $37,000,000",W912P726BA002,,Total Small Business Set-Aside (FAR 19.5),2026-06-11T12:00:00-07:00,2026-06-03,237990,,https://sam.gov/workspace/contract/opp/1a8ee02705ec44acb576aa31fec7031f/view,Solicitation,2026-07-31,OFFICE,021.2100.USACE.SPD.SPN.W912P7,Yes,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTH PACIFIC.ENDIST SAN FRANCISCO.W075 ENDIST SAN FRAN,237990,SBA,,
Solicitation,Project # 962CM3003 | Cemetery Improvement Project at Mare  Island Naval Cemetery,"Vallejo, California",,"$5,000,000 and $10,000,000 | $5,000,000 | $10,000,000",36C78626R0059_1,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-06-12T12:30:00-04:00,2026-05-26,237990,,https://sam.gov/workspace/contract/opp/6fc2bf12ae0d49a0804b72b6267366bd/view,Solicitation,2026-07-30,OFFICE,036.3600.36C786,Yes,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.NATIONAL CEMETERY ADMIN (36C786)",237990,SDVOSBC,,
Solicitation,INDIAN WELLS CYN RD O&M,Not Specified,,,140L1226R0002,,Total Small Business Set-Aside (FAR 19.5),2026-06-15T15:00:00-07:00,2026-05-11,237310,,https://sam.gov/workspace/contract/opp/944bf9bbe29c4b25bce61e6625358d21/view,Presolicitation,2026-06-30,OFFICE,014.1422.140L12,Yes,"INTERIOR, DEPARTMENT OF THE.BUREAU OF LAND MANAGEMENT.CALIFORNIA STATE OFFICE",237310,SBA,,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/2475ec344cf747e5875f0a41abea0e3a/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/8b0ebe4a5255488d8cec6d966cc029f2/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b655586a5b0640c5aebb2589aa50ccb4/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/bc966a7d82ef4ccab29a8fe8733dce6c/download']"
Solicitation,BESSEMER MINE ROAD O&M,Not Specified,,,140L1226R0003,,Total Small Business Set-Aside (FAR 19.5),2026-06-15T15:00:00-07:00,2026-05-11,237310,,https://sam.gov/workspace/contract/opp/3359b6be4b064f5d8bc1e9448c98140b/view,Presolicitation,2026-06-30,OFFICE,014.1422.140L12,Yes,"INTERIOR, DEPARTMENT OF THE.BUREAU OF LAND MANAGEMENT.CALIFORNIA STATE OFFICE",237310,SBA,,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/1ca428a727984ee9900e9ee1ff2cf89e/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/222c969736fc47a9b3677f4363bed1e3/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/3b927d66de5e4c14b57062d4ec1be1be/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/62955199421b49c0815379d3d5d5ced0/download']"
Solicitation,Z--GAOA SOAP GULCH ROAD,Not Specified,,,140L3626Q0021,,Total Small Business Set-Aside (FAR 19.5),2026-06-22T13:00:00-06:00,2026-05-22,237310,,https://sam.gov/workspace/contract/opp/7a4bbcca0b9645aba4aa6789e596ac5f/view,Solicitation,2026-07-07,OFFICE,014.1422.140L36,Yes,"INTERIOR, DEPARTMENT OF THE.BUREAU OF LAND MANAGEMENT.MONTANA STATE OFFICE",237310,SBA,,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/27799ce462f74e5d9b9cdaffae61bf98/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/4207706052834b06b46363d72e7a8022/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/42d7423004d24bbf961aca8d87e87e4f/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/944885b437e94d568d77627e2a7c699e/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/9d17293048444e2a85ce1b2dc88f8bca/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f142c35f71c74ae4bcf41311dd18e6fa/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/ff533c5ea9e94a5f828d3f47605b6d58/download']"
Solicitation,KNRI REPLACE VC SANITARY PLUMBING/SEPTIC,"Stanton, North Dakota",,,140P6326B0006,,Indian Small Business Economic Enterprise (ISBEE) Set-Aside (specific to Department of Interior and Indian Health Services),2026-06-23T13:00:00-06:00,2026-05-15,237110,,https://sam.gov/workspace/contract/opp/b5b282e4352d4cd19087ef087c8ecb3d/view,Sources Sought,2026-07-08,OFFICE,014.1443.140P63,Yes,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.MWR NEKOTA(63000)",237110,ISBEE,,
Solicitation,NPS - REPAIR EQUIPMENT STORAGE SHED AT CARL,Not Specified,,,140PS126Q0015,,Total Small Business Set-Aside (FAR 19.5),2026-06-23T17:00:00-04:00,2026-05-14,237990,,https://sam.gov/workspace/contract/opp/68dfc5e920074ba293e9a585fd5e8a16/view,Solicitation,2026-07-08,OFFICE,014.1443.140PS1,Yes,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.DOI, NPS CONOPS STRATEGIC",237990,SBA,,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/12fd737b3b5e45a1b8f24ce405427f70/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/5b3d10bb2ec1483cbe99a50614922c50/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b1646cdf6da64b5db2b24891b272a9c2/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b61cff99fab548e6a490f14cc4fe34f5/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c1cd42eb49ed42d295125090384725f8/download']"
Solicitation,VGLZ 182035 REPAIR BASE PERIMETER ROAD,Not Specified,,,W50S8526BA001,,Total Small Business Set-Aside (FAR 19.5),2026-06-24T12:00:00-04:00,2026-06-01,237310,,https://sam.gov/workspace/contract/opp/40944d0c547f41ea90c00b1c98742eb5/view,Solicitation,2027-06-01,OFFICE,021.2100.NGB.JFHQ USPFO MI.USPFO MI PROC.W50S85,Yes,DEPT OF DEFENSE.DEPT OF THE ARMY.NATIONAL GUARD BUREAU.JFHQ USPFO MI.USPFO MI PROCUREMENT.W7NF USPFO ACTIVITY MIANG 127,237310,SBA,,
Presolicitation,Y1NZ--580-23-108 Upgrade Sewer Distribution  System,Not Specified,,"$5,000,000 and $10,000,000 | $5,000,000 | $10,000,000",36C25626R0035,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-05-28T13:00:00-05:00,2026-05-14,237110,{'awardee': {}},https://sam.gov/workspace/contract/opp/8766d52cb9934f6b9422a811ac276ed0/view,Presolicitation,2026-06-14,OFFICE,036.3600.36C256,Yes,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.256-NETWORK CONTRACT OFFICE 16 (36C256)",237110,SDVOSBC,,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/4b1e0093fbe14f55b1bdc8b85deaf825/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/5912376e1d734c8c9f26793af5267c67/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/61f1eea11e3241259d7b15860e0f9267/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/626b5c0bac6c4fb5931d4322fda0ef82/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7ab14423e8ce4de1b27e0220a3e4caee/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/8e7d4a7dfb754489a29e0eec39233b84/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/9014ea53dca14679bd411e36507e615e/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/9c7cfbe460e34c9db6e1b2610c768589/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/da2f34a7493348a084b138421baa39ee/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f8d18c8b04c94fd1842e601b481a69ae/download']"
