type,title,location,site_visit_date,ROM,solicitationNumber,department,typeOfSetAsideDescription,responseDeadLine,postedDate,naicsCode,Queried_NAICS,fullParentPathCode,archiveDate,fullParentPathName,award,baseType,active,typeOfSetAside,additionalInfoLink,organizationType,uiLink,resourceLinks
Solicitation,"Y--Grade and Pave, Lassen Volcanic NP",Not Specified,,,140P8426Q0035,,Total Small Business Set-Aside (FAR 19.5),2026-06-16T17:00:00-07:00,2026-06-10,237310,237310,014.1443.140P85,2026-07-01,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.PWR SF/SEA MABO(85000)",,Solicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/265297d630b14bb29d86c08abe3eddbc/view,
Solicitation,CT SWITCHGEAR REPLACEMENT STAMPEDE PP,Not Specified,,,140R2026R0007,,Total Small Business Set-Aside (FAR 19.5),2026-06-27T17:00:00-07:00,2026-05-28,238210,238210,014.1425.140R20,2026-07-12,"INTERIOR, DEPARTMENT OF THE.BUREAU OF RECLAMATION.MP-REGIONAL OFFICE",,Sources Sought,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/31ef852b13814a03a3ada76b2f3d2a19/view,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b94f929c8a1d41d3ac4044eb69d50101/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/db531a7151754493be5d93373500a5a6/download']"
Solicitation,U.S. ARMY 63RD READINESS DIVISION MILCON ERCIP MICROGRID,Not Specified,,"$10,000,000 to $25,000,000 | Estimated Cost Range is between $10,000,000 to $25,000,000 | $45,000,000",W9123826RA016,,Total Small Business Set-Aside (FAR 19.5),2026-06-29T12:00:00-07:00,2026-06-03,237130,237130,021.2100.USACE.SPD.SPN.W912P7,2027-05-28,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTH PACIFIC.ENDIST SAN FRANCISCO.W075 ENDIST SAN FRAN,,Solicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/7a76d2f71c264f0cb7ccf8413db448b3/view,
Solicitation,Oregon/Washington Clamshell Maintenance Dredging 2026,Not Specified,,,W9127N26BA015,,Total Small Business Set-Aside (FAR 19.5),2026-07-06T14:00:00-07:00,2026-06-04,237990,237990,021.2100.USACE.NWD.NWP.W9127N,2026-07-21,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTHWESTERN.ENDIST PORTLAND.W071 ENDIST PORTLAND,,Presolicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/388d9ac7e94a430fa4e05f4439d1ddc8/view,
Presolicitation,"Rail Curves Package 3 for MOTCO, CA","Concord, California",,"$6,000,000 and $9,000,000 | $6,000,000 | $9,000,000",W9123826BA011,,Total Small Business Set-Aside (FAR 19.5),2026-06-11T10:00:00-07:00,2026-05-28,237990,237990,021.2100.USACE.SPD.SPK.W91238,2026-06-26,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTH PACIFIC.ENDIST SACRAMENTO.W075 ENDIST SACRAMENTO,,Sources Sought,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/c7ece123e4ff49b7af348d815aaa46be/view,
Presolicitation,Z2DA--FY26 NRM  590-24-115 Public Address System,"Hampton, Virginia",,"$2,000,000 and $5,000,000 | $19 million | $2,000,000",36C24626R0067,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-07-13T09:00:00-04:00,2026-05-28,238210,238210,036.3600.36C246,2026-10-20,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.246-NETWORK CONTRACTING OFFICE 6 (36C246)",{'awardee': {}},Presolicitation,Yes,SDVOSBC,,OFFICE,https://sam.gov/workspace/contract/opp/71a5a3c8e8134ea0b9d736ced39cb57d/view,['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/8923c8ae07794336b3c5cdcfd2dbda30/download']
Presolicitation,"Y--Beresford Substation Stage 11, South Dakota",Not Specified,,,89503426BWA000068,,Total Small Business Set-Aside (FAR 19.5),2026-07-15T15:30:00-05:00,2026-05-29,237130,237130,089.8900.895034,2026-07-30,"ENERGY, DEPARTMENT OF.ENERGY, DEPARTMENT OF.WESTERN-UPPER GREAT PLAINS REGION",,Presolicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/a714afc3bd87454f95d27e77d19cd281/view,
Presolicitation,"Storage Building Parking Lot Installation and Paving, Buffumville Lake, Charlton, MA",Not Specified,,"$100,000 and $250,000 | $100,000 | $250,000",W912WJ26QA119,,Total Small Business Set-Aside (FAR 19.5),,2026-05-29,237310,237310,021.2100.USACE.NAD.NAE.W912WJ,2026-06-20,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTH ATLANTIC.ENDIST NEW ENGLAND.W2SD ENDIST NEW ENGLAND,,Presolicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/594f96a31eed4b05b0e37d09a2ab1c1c/view,
Presolicitation,Conemaugh Dam Gantry Crane Machinery Housing Roof Replacement,"Saltsburg, Pennsylvania",,"$45,000,000.00",W911WN26BA008,,Total Small Business Set-Aside (FAR 19.5),,2026-05-29,237990,237990,021.2100.USACE.LRD.LRP.W911WN,2026-06-30,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION GREAT LAKES AND OHIO.ENDIST PITTSBURGH.W072 ENDIST PITTSBURGH,,Presolicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/f4abe79810544ceea4c7ba954cd9ab56/view,
Presolicitation,Levee Repair at MRLS L246,Not Specified,,"$1,000,000 and $5,000,000 | $1,000,000 | $5,000,000",PANNWD26P0000028054,,Total Small Business Set-Aside (FAR 19.5),,2026-05-28,237990,237990,021.2100.USACE.NWD.NWK.W912DQ,2027-05-28,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTHWESTERN.ENDIST KANSAS CITY.W071 ENDIST KANSAS CITY,,Presolicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/10cbe47ec5c645bf8eb91ac3ed1eb296/view,
Solicitation,Z--Trail Replacement,Not Specified,,,140P6426B0002,,Total Small Business Set-Aside (FAR 19.5),2026-06-16T12:00:00-04:00,2026-06-10,237990,237990,014.1443.140P64,2026-08-31,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.MWR OHIO(64000)",,Solicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/e7b2dcb0f78943c79892d4ef93962971/view,
Solicitation,VA-RAPPAHANNOCK RIV NWR-WELL DRILLING,Not Specified,,,140FC226Q0033,,Total Small Business Set-Aside (FAR 19.5),2026-06-23T12:00:00-04:00,2026-06-01,237110,237110,014.1448.140FC3,2026-07-08,"INTERIOR, DEPARTMENT OF THE.US FISH AND WILDLIFE SERVICE.FWS, CONSTRUCTION A/E TEAM 3",,Solicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/85c26bf0a65c405a824c807e369747f5/view,
Presolicitation,Absecon Island Outfalls Repair,Not Specified,,,W912BU26BA026,,Total Small Business Set-Aside (FAR 19.5),2026-06-16T14:00:00-04:00,2026-06-01,237990,237990,021.2100.USACE.NAD.NAP.W912BU,2027-06-01,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTH ATLANTIC.ENDIST PHILADELPHIA.W2SD ENDIST PHILADELPHIA,,Presolicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/b7578d12ae114e5ba59609a8613b0c9b/view,
Solicitation,"Memphis National Cemetery, National Shrine Project","Memphis, Tennessee",,,36C78626B0019,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-06-12T15:00:00-05:00,2026-06-01,237990,237990,036.3600.36C786,2026-08-03,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.NATIONAL CEMETERY ADMIN (36C786)",,Solicitation,Yes,SDVOSBC,,OFFICE,https://sam.gov/workspace/contract/opp/ca569f661bfc40b4a6c019bd97cf3d16/view,
Solicitation,North Texas Hospital Patient Porters,"San Antonio, Texas",,,36C25726Q0551,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-06-17T10:00:00-05:00,2026-06-10,561210,561210,036.3600.36C257,2026-07-02,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.257-NETWORK CONTRACT OFFICE 17 (36C257)",,Solicitation,Yes,SDVOSBC,,OFFICE,https://sam.gov/workspace/contract/opp/88dabe90bd5e434a9b26a7d448423a4c/view,
Solicitation,"Base Operations Support Contract (BOSC) for Naval Air Weapons Station (NAWS) China Lake, California and Other Locations as Approved",Not Specified,,,N6247326R9953,,Total Small Business Set-Aside (FAR 19.5),2026-07-10T14:00:00-07:00,2026-06-10,561210,561210,017.1700.NAVFAC.NAVFAC PACIFIC CMD.NAVFAC SW.N62473,2027-06-01,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVFAC.NAVFAC PACIFIC CMD.NAVFAC SOUTHWEST SW.NAVFACSYSCOM SOUTHWEST,,Solicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/f0a89fc72de94b69bac95c07e2187e7e/view,
Presolicitation,Z--NIFC 410B RSC FIRE ALARM REPLACE,Not Specified,,$19M,140L3726R0006,,Total Small Business Set-Aside (FAR 19.5),2026-08-28T17:00:00-06:00,2026-06-01,238210,238210,014.1422.140L37,2026-09-30,"INTERIOR, DEPARTMENT OF THE.BUREAU OF LAND MANAGEMENT.NATIONAL INTERAGENCY FIRE CENTER",,Presolicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/49dca8bce3ec4c11a4c1390b14fb16db/view,
Presolicitation,FY26 Brunswick Inner Harbor Dredging Project,Not Specified,,,W912HN26BA008,,Total Small Business Set-Aside (FAR 19.5),2026-06-15T13:00:00-04:00,2026-06-02,237990,237990,021.2100.USACE.SAD.SAS.W912HN,2027-06-02,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTH ATLANTIC.ENDIST SAVANNAH.W074 ENDIST SAVANNAH,,Presolicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/c959aa99ccfd4996ba6c47c04f4e5324/view,
Solicitation,Y--FORT HOWES WATER STORAGE TANK,Not Specified,,,140L3626Q0032,,Total Small Business Set-Aside (FAR 19.5),2026-07-15T17:00:00-06:00,2026-06-08,237110,237110,014.1422.140L36,2026-07-30,"INTERIOR, DEPARTMENT OF THE.BUREAU OF LAND MANAGEMENT.MONTANA STATE OFFICE",,Solicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/10b1889ade70415cacd9c106a7b59d95/view,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/2eaf06ab815e4f0ab9d2a40f0d099c1e/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/5abcf861cd704bf584c47881069cbf76/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/6ab2f17d255242f5b74d763212c5d93e/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/8a330903283f4ce2bbf7cfbfec17b9f1/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/97597e248dec495e992ed804b4f1f351/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b2ac0ae16ad14ec89737a5430d64e0c1/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d03d2dbf7b694010bfdd09eaad3b5646/download']"
Solicitation,Z--ZION- Crawford Dam Removal and Diversion,Not Specified,,,140P6426B0008,,Total Small Business Set-Aside (FAR 19.5),2026-07-08T12:00:00-04:00,2026-06-02,237990,237990,014.1443.140P64,2026-09-30,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.MWR OHIO(64000)",,Solicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/139f0a92ba8f47a5b0602373141a1438/view,
Presolicitation,Repair Carswell Ave.,"DWG, Texas",,,FA301626FB0001,,Women-Owned Small Business,2026-06-17T12:00:00-05:00,2026-06-02,237310,237310,057.5700.AETC.JBSA.FA3016,2026-07-02,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR EDUCATION AND TRAINING COMMAND.JOINT BASE SAN ANTONIO.FA3016  502 CONS CL,,Presolicitation,Yes,WOSB,,OFFICE,https://sam.gov/workspace/contract/opp/66130fb15e8d4691b3250d9416a65f12/view,
Presolicitation,Z1DA--Project No. 552-26-202 - Replace Overhead Paging System,Not Specified,,,36C25026B0050,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-06-17T10:00:00-04:00,2026-06-02,238210,238210,036.3600.36C250,2026-09-05,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.250-NETWORK CONTRACT OFFICE 10 (36C250)",{'awardee': {}},Presolicitation,Yes,SDVOSBC,,OFFICE,https://sam.gov/workspace/contract/opp/19a1cbc6d59c40ffb47bc3915e8da3ab/view,
Solicitation,Range 13 ARF Upgrade,Not Specified,,,W91RUS26RA009,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-06-16T12:00:00-07:00,2026-06-09,237990,237990,021.2100.AMC.ACC.ACC-CTRS.ACC-APG.W91RUS,2027-06-09,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-CTRS.ACC-APG.W6QK ACC-APG CONT CT SW SECTOR,,Solicitation,Yes,SDVOSBC,,OFFICE,https://sam.gov/workspace/contract/opp/6d8fbc1d6b0641f7a07cf592ea232ec4/view,
Solicitation,Crains Island Stage 3,Not Specified,,,W912P926BA007,,Total Small Business Set-Aside (FAR 19.5),2026-07-07T10:00:00-06:00,2026-06-09,237990,237990,021.2100.USACE.MVD.MVS.W912P9,2027-06-09,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION MISSISSIPPI VALLEY.ENDIST ST LOUIS.W07V ENDIST ST LOUIS,,Solicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/9de71802b3004de29c92c06a447f9660/view,
Solicitation,J--GC26 FIRE ALARM SYSTEM REPLACEMENT,Not Specified,,,140R4026R0010,,Total Small Business Set-Aside (FAR 19.5),2026-07-10T12:00:00-06:00,2026-06-08,238210,238210,014.1425.140R40,2026-07-25,"INTERIOR, DEPARTMENT OF THE.BUREAU OF RECLAMATION.UPPER COLORADO REGIONAL OFFICE",,Solicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/0ff318979c28455ea7071a53f18b3a86/view,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/11be4ef094324207ab28cc6c6525970a/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/47630aa8c0814ad5b5b6d63ed0878e02/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/6ff5d9b97d9e46b2a18a92ed98f12c2c/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/882fb417c8724ab6a836b989d83b6542/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a863280e7a64470092194480fabc0588/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/ab20dcf7863d48b9b944719fff60da96/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b66e12532eae44be95c6d8254d68d6ea/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/bb842e9f56d04eddb2456a834ada253f/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e719cc29e0f24f2e8611d78b5558c593/download']"
Presolicitation,Install 4 Corners Hydraulics at Dashields Locks and Dam,Not Specified,,,W911WN26RA011,,Total Small Business Set-Aside (FAR 19.5),2026-06-18T17:00:00-04:00,2026-06-03,237990,237990,021.2100.USACE.LRD.LRP.W911WN,2027-06-03,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION GREAT LAKES AND OHIO.ENDIST PITTSBURGH.W072 ENDIST PITTSBURGH,,Presolicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/e362ca114d5a466cba1309d97834d546/view,
Presolicitation,Z--WACO Emergency Generator,"Waco, Texas",,"$25,000 and $100,000 | $25,000 | $100,000",140P6026Q0052,,Total Small Business Set-Aside (FAR 19.5),2026-06-18T12:00:00-05:00,2026-06-03,238210,238210,014.1443.140P60,2026-07-03,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.MWR MIDWEST REGION(60000)",,Presolicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/49fa717e928c48f7ab1f9d7edc4e0d46/view,
Solicitation,Repair Kiddie Pool,"Columbus, Mississippi",,"$25,000 and $100,000 | $25,000 | $100,000",FA302226R0002,,Total Small Business Set-Aside (FAR 19.5),2026-06-22T13:00:00-05:00,2026-06-03,561210,561210,057.5700.AETC.FA3022,2026-07-07,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR EDUCATION AND TRAINING COMMAND.FA3022 14 CONS LGCA,,Solicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/65af5aae0c05483b9803e7194a71763f/view,
Presolicitation,Rosebud Lift Station Construction,"Rosebud, South Dakota",,"$500,000 and $1,000,000 | $500,000 | $1,000,000",75H70126R00030,,Total Small Business Set-Aside (FAR 19.5),,2026-06-03,237110,237110,075.7527.75H701,2026-07-31,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF.INDIAN HEALTH SERVICE.DIV OF ENGINEERING SVCS - SEATTLE",,Presolicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/2c5b1d28e7ca4daeaa48d88de10d6c63/view,
Presolicitation,Y--Cauldron Linn Recreation Site Improvements,Not Specified,,,140L2626R0004,,Total Small Business Set-Aside (FAR 19.5),2026-07-13T10:00:00-06:00,2026-06-03,237990,237990,014.1422.140L26,2026-09-30,"INTERIOR, DEPARTMENT OF THE.BUREAU OF LAND MANAGEMENT.IDAHO STATE OFFICE",,Presolicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/933244cb54e14373a7899672d8038d53/view,
Presolicitation,Y--Indian Springs Vault Toilet,Not Specified,,,140L2626Q0032,,Total Small Business Set-Aside (FAR 19.5),2026-07-13T10:00:00-06:00,2026-06-03,237990,237990,014.1422.140L26,2026-09-30,"INTERIOR, DEPARTMENT OF THE.BUREAU OF LAND MANAGEMENT.IDAHO STATE OFFICE",,Presolicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/162ed02c25cc40499d1b0d3713ac42ce/view,
Presolicitation,Z--NORTH COTTEREL ROAD MAINTENANCE,Not Specified,,,140L2626R0003,,Total Small Business Set-Aside (FAR 19.5),2026-07-22T10:00:00-06:00,2026-06-03,237310,237310,014.1422.140L26,2026-09-30,"INTERIOR, DEPARTMENT OF THE.BUREAU OF LAND MANAGEMENT.IDAHO STATE OFFICE",,Presolicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/765f97a864664063a579e6b0b6e1affc/view,
Presolicitation,Y--GAOA Milner Picnic Site Cabana Replacement,Not Specified,,,140L2626Q0033,,Total Small Business Set-Aside (FAR 19.5),2026-07-22T10:00:00-06:00,2026-06-03,237990,237990,014.1422.140L26,2026-09-30,"INTERIOR, DEPARTMENT OF THE.BUREAU OF LAND MANAGEMENT.IDAHO STATE OFFICE",,Presolicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/18a61d7fbd7d4be0aabf72b45cdfbb04/view,
Solicitation,CHINA LAKE BOSC - SOLICITATION - N6247326R0053,Not Specified,,,N6247326R0053,,Total Small Business Set-Aside (FAR 19.5),2026-07-10T14:00:00-07:00,2026-06-03,561210,561210,017.1700.NAVFAC.NAVFAC PACIFIC CMD.NAVFAC SW.N62473,2027-05-29,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVFAC.NAVFAC PACIFIC CMD.NAVFAC SOUTHWEST SW.NAVFACSYSCOM SOUTHWEST,,Solicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/22233bbbd6ec4bee93c67db92d0df903/view,
Solicitation,IFB FA489926B0002 - JBLE Paving Services,Not Specified,,"$132,667,510",FA480026B0002,,Total Small Business Set-Aside (FAR 19.5),2026-06-23T14:00:00-04:00,2026-06-04,237310,237310,057.5700.ACC.FA4800,2026-12-31,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR COMBAT COMMAND.FA4800  633 CONS PKP,,Solicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/e0e5a8454287474f873932c082687014/view,
Solicitation,USMEPCOM Low Voltage Cable Removal,"North Chicago, Illinois",,,W9124D26QA266,,Total Small Business Set-Aside (FAR 19.5),2026-06-25T10:00:00-04:00,2026-06-04,238210,238210,021.2100.AMC.ACC.MICC.FDO SAM HOUSTON.W9124D,2026-07-10,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.MISSION INSTALLATION CONTRACTING COMMAND.FDO SAM HOUSTON.W6QM MICC-FT KNOX,,Solicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/91347a639a5647d4b2688125c2acc5bc/view,
Solicitation,Replacement Maintenance Shop Fire Alarm Control Pa,Not Specified,,,140P8326Q0041,,Total Small Business Set-Aside (FAR 19.5),2026-07-06T13:00:00-07:00,2026-06-04,238210,238210,014.1443.140P83,2026-07-21,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.PWR OLYM MABO(83000)",,Solicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/c109db625b724175aee475406ccff80d/view,
Presolicitation,Oahe IDCC Road Maintenance 2026,"Fort Pierre, South Dakota",,"$1.5M | $41,500,000.00",W9128F26BA019,,Total Small Business Set-Aside (FAR 19.5),2026-07-07T14:00:00-05:00,2026-06-04,237310,237310,021.2100.USACE.NWD.NWO.W9128F,2027-07-18,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTHWESTERN.ENDIST OMAHA.W071 ENDIST OMAHA,,Presolicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/2df6f0ccc3c04b1b99652f0dd8a12914/view,
Special Notice,Superior NF ERFO Repairs on FR199 & FR200,Not Specified,,"$25,000",12445526Q0069,,Total Small Business Set-Aside (FAR 19.5),2026-06-24T14:00:00-04:00,2026-06-04,237310,237310,012.12C2.124455,2026-07-09,"AGRICULTURE, DEPARTMENT OF.FOREST SERVICE.USDA-FS, CSA EAST 13",,Special Notice,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/05d6d1f4f1e44e4286f78a01d214e0d6/view,
Presolicitation,USAO Schwartz Conference Room Display Upgrade,California,,,EQPMBE-26-0203,,Total Small Business Set-Aside (FAR 19.5),2026-06-11T12:00:00-07:00,2026-06-04,238210,238210,047.4740.47PD55,2026-06-26,GENERAL SERVICES ADMINISTRATION.PUBLIC BUILDINGS SERVICE.PBS PROJECT DELIVERY WEST - BRANCH E,,Presolicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/7df944480ad340eb8a2ee497eb2ee5d8/view,
Presolicitation,Y--Sherburne NWR South Loop Autotour Rehab,Not Specified,,"$250,000 and $500,000 | $45 million | $250,000",140FGA26R0024,,Total Small Business Set-Aside (FAR 19.5),2026-07-27T14:00:00-04:00,2026-06-04,237310,237310,014.1448.140FGA,2026-08-11,"INTERIOR, DEPARTMENT OF THE.US FISH AND WILDLIFE SERVICE.FWS, GAOA",,Presolicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/96ad5d5b39b74358bee2e297e92e30ff/view,
Solicitation,FY26 D54 Cellblock Air Filter Replacement,"New York, New York",,,15M10226QA4700152,,Total Small Business Set-Aside (FAR 19.5),2026-06-08T11:00:00-04:00,2026-06-04,561210,561210,015.1544.155515,2026-06-23,"JUSTICE, DEPARTMENT OF.US MARSHALS SERVICE.DEPT OF JUSTICE  US MARSHAL SERVICE",,Solicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/24b821d7386449768cbeae2c2525e25d/view,
Solicitation,61--AR-MAMMOTH SPRING NFH-REPLACE GENERATOR,Not Specified,,,140FGA26Q0033,,Total Small Business Set-Aside (FAR 19.5),2026-06-23T17:00:00-04:00,2026-06-10,238210,238210,014.1448.140FGA,2026-07-31,"INTERIOR, DEPARTMENT OF THE.US FISH AND WILDLIFE SERVICE.FWS, GAOA",,Solicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/c3b6b8018e3d45069225a7344b4774ad/view,
Solicitation,Solicitation for Grand Forks Fueling System Repairs,Not Specified,,,W9128F26RA056,,Total Small Business Set-Aside (FAR 19.5),2026-07-10T14:00:00-06:00,2026-06-05,237120,237120,021.2100.USACE.NWD.NWO.W9128F,2027-06-05,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTHWESTERN.ENDIST OMAHA.W071 ENDIST OMAHA,,Presolicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/67463e7ba8cb48868094c8c5834fb21e/view,
Special Notice,"CANCELLATION  - Electrical system repair, Switchgear replacement. Supervisor's Office.",California,,,,,Total Small Business Set-Aside (FAR 19.5),2026-05-21T11:00:00-07:00,2026-06-04,238210,238210,012.12C2.127EAW,2026-06-19,"AGRICULTURE, DEPARTMENT OF.FOREST SERVICE.USDA-FS, CSA SOUTHWEST 6",,Combined Synopsis/Solicitation,Yes,SBA,,OFFICE,https://sam.gov/workspace/contract/opp/0ecb5610d4404e9f9fb6ba1599f77334/view,
